description,id,protected,url,public_metrics,verified,pinned_tweet_id,username,location,name,profile_image_url,created_at,withheld
Restaurant Derya Restaurant Turc Paris.,231138749,False,http://t.co/64jImMWVjt,"{'followers_count': 9, 'following_count': 3, 'tweet_count': 867, 'listed_count': 0}",False,,RestaurantDerya,Paris France,Restaurant Derya,https://pbs.twimg.com/profile_images/1389553711358398465/hlCXcpOC_normal.jpg,2010-12-27T18:14:52.000Z,
somewhere on Earth - Ph D in progress - EHESS,52518388,False,,"{'followers_count': 1825, 'following_count': 4993, 'tweet_count': 33808, 'listed_count': 51}",False,1.5360003577502963e+18,svklvo,France,sylvie vo,https://pbs.twimg.com/profile_images/882925316724981760/xwRmgnfc_normal.jpg,2009-06-30T20:57:06.000Z,
"Shop new trends and styles for Women's clother, Men's clothes, Kid's clothes, Accessories, Beauty-Health and more at https://t.co/iyfWo5H7iq",1405877777308471298,False,https://t.co/1Vp7sAaKhN,"{'followers_count': 45, 'following_count': 65, 'tweet_count': 7899, 'listed_count': 1}",False,1.5134004223162e+18,LunpiStore,Zurich,LunpiStore,https://pbs.twimg.com/profile_images/1405879248762675200/O-eOlNw__normal.jpg,2021-06-18T13:22:35.000Z,
À chaque instant sa découverte!,2699240510,False,https://t.co/bKy1ms9B4l,"{'followers_count': 1921, 'following_count': 84, 'tweet_count': 249746, 'listed_count': 160}",False,1.252700551260901e+18,PhotoVintageFr,France,Photo Discovery,https://pbs.twimg.com/profile_images/495333893919084544/H1kTmww4_normal.jpeg,2014-08-01T22:01:08.000Z,
"Arab News en français, l’édition francophone du principal journal au Moyen-Orient. https://t.co/pGWrf2SUHF, https://t.co/DiKp4ozxKO et https://t.co/SrGoVZrmFB",1273218547846729729,False,https://t.co/Q9og8hQM6P,"{'followers_count': 49086, 'following_count': 77, 'tweet_count': 60211, 'listed_count': 80}",True,,ArabNewsfr,Riyad,ArabNewsFR,https://pbs.twimg.com/profile_images/1490304243068289024/5ne6mB-q_normal.jpg,2020-06-17T11:39:14.000Z,
"Artist, Graphic Designer, and host of Back Talk with Bauer. Find my Art Shop and more by clicking the link below OR head to https://t.co/qNspP4j5Js !",291326875,False,https://t.co/LpnhuduZg1,"{'followers_count': 610, 'following_count': 1365, 'tweet_count': 8321, 'listed_count': 19}",False,,JBauerart,"Longwood, FL",Josh Bauer,https://pbs.twimg.com/profile_images/1354773039708254211/qdW6YTDX_normal.jpg,2011-05-01T20:26:35.000Z,
"'Avant tout, sois loyal envers toi-même; et aussi infailliblement que la nuit suit le jour, tu ne pourras être déloyal envers personne.'
🕊️🌊✊🏼🐳🔭💧🎻👠🤲🏼✨",1059223918173667329,False,https://t.co/sG4Jd4j8wa,"{'followers_count': 407, 'following_count': 1298, 'tweet_count': 12961, 'listed_count': 0}",False,1.5085742673399398e+18,Samakare,"Paris, #LFI✌🏼#NUPES",🔻Sam φ 🆙️ 🐢✌🏼,https://pbs.twimg.com/profile_images/1526003802003890184/UFKIjFvs_normal.jpg,2018-11-04T23:20:36.000Z,
"Sans adresse, sans bagage, on a pris le game en otage Bientôt je rentre au village avec de l'or dans l'paquetage #soolking",2778328936,False,,"{'followers_count': 62, 'following_count': 172, 'tweet_count': 4581, 'listed_count': 0}",False,1.3067619857496433e+18,MotazElbakoush,UK OXFORD,Motaz Elbakoush,https://pbs.twimg.com/profile_images/1535946641739505664/Znvpd3Uh_normal.jpg,2014-09-20T21:59:10.000Z,
"Flight Compensation Company✈
Claim up to €600/£556 in compensation for 
#DelayedFlights #CancelledFlights & #DeniedBoarding in the past 6 years. #KnowYourRights",1111253803142131712,False,https://t.co/8xXzXuwVdx,"{'followers_count': 898, 'following_count': 177, 'tweet_count': 6074, 'listed_count': 4}",False,1.2554679886706117e+18,Flight_Patrol,,Flight Patrol,https://pbs.twimg.com/profile_images/1230179289871585280/KXdsacaL_normal.jpg,2019-03-28T13:08:47.000Z,
"Je n’ai jamais vu une bête sauvage s’apitoyer sur son sort, un oiseau préférera mourir gelé et tomber de sa branche plutôt que de se plaindre. D.H. LAURENCE2",1397150379884883972,False,,"{'followers_count': 900, 'following_count': 593, 'tweet_count': 33439, 'listed_count': 4}",False,,jacques_londres,Saintes-Maries-de-la-Mer,Londres Jacques 👣,https://pbs.twimg.com/profile_images/1519022453598658563/iJs2T_D4_normal.jpg,2021-05-25T11:20:14.000Z,
"Produits orientaux -
Savon d'Alep - Savon de Marseille 
portable : 06 51 66 69 51
evan.epicerie@gmail.com",1308072462438076420,False,https://t.co/TsohGbHjTF,"{'followers_count': 22, 'following_count': 89, 'tweet_count': 1760, 'listed_count': 0}",False,,EEpicerie,"Le Mans, France",Evan Épicerie,https://pbs.twimg.com/profile_images/1506552678113021954/Ityeon2X_normal.jpg,2020-09-21T15:56:08.000Z,
Life isn't always as it seems,267024093,False,,"{'followers_count': 129, 'following_count': 249, 'tweet_count': 560, 'listed_count': 1}",False,,krmoooh,Saudi Arabia - Qatif,Karim Hussain,https://pbs.twimg.com/profile_images/1523219607510732801/ndf6oKEF_normal.jpg,2011-03-16T06:05:52.000Z,
#Dominatrice #Reconnue Découvre l'étendu de mon monde sexy & SM Toutes mes vidéos sur : https://t.co/bpTLOfFoEB… https://t.co/OFodEoRVJO…,1308850603280433154,False,https://t.co/TemjHsbMkN,"{'followers_count': 4396, 'following_count': 78, 'tweet_count': 7296, 'listed_count': 8}",False,1.533219999938134e+18,Moneymistress2S,Paris ,SMoneymistress2,https://pbs.twimg.com/profile_images/1319338968039755778/OZY-5Bub_normal.jpg,2020-09-23T19:28:10.000Z,
"Tout sauf Macron !
Puis les législatives en juin",1198279367736152065,False,,"{'followers_count': 434, 'following_count': 563, 'tweet_count': 5100, 'listed_count': 0}",False,,MotaDominique1,Perpignan,Mota Dominique,https://pbs.twimg.com/profile_images/1432642088278142977/24yqEWLm_normal.jpg,2019-11-23T16:37:53.000Z,
❤️ In Love I Trust ❤️ #IStandWithGreece🇬🇷                          #Renaissance 🇫🇷#Ensemble 🇫🇷,290988850,False,,"{'followers_count': 5914, 'following_count': 5874, 'tweet_count': 72123, 'listed_count': 59}",False,1.5339095631282831e+18,llm_s,Paris 🇫🇷 🇪🇺🇬🇷,✒️ Lydia,https://pbs.twimg.com/profile_images/1530485054346080256/V_DHqV9k_normal.jpg,2011-05-01T09:01:27.000Z,
"I am a bot that evaluates articles. If you want to run the same NLP tools yourself, check out our website, or the Valurank extension on the chrome web store.",1442161841912700929,False,https://t.co/O54Ogzib02,"{'followers_count': 162, 'following_count': 371, 'tweet_count': 90694, 'listed_count': 4}",False,,valurank,"Austin, TX",Valurank,https://pbs.twimg.com/profile_images/1522011744847204353/bP7SdPVd_normal.jpg,2021-09-26T16:19:54.000Z,
actor in the making bad vocals                                    #modeling#actor #mama’s pride,1181654822686212097,False,,"{'followers_count': 95, 'following_count': 5, 'tweet_count': 21, 'listed_count': 0}",False,,vickiewills5,United States ,V.I.C.T.O.R.I.A,https://pbs.twimg.com/profile_images/1535723407375048704/fE10p5Ms_normal.jpg,2019-10-08T19:38:11.000Z,
"Le Paris d'antan par les cartes postales du début du XXe siècle (entre 1900 et 1914 généralement), par @cartorum
✏ Corrections sur les pages en lien.",1405930262651932674,False,https://t.co/RMXvNCxYyV,"{'followers_count': 642, 'following_count': 42, 'tweet_count': 10981, 'listed_count': 5}",False,,ParisAntan,"Paris, Frankreich",Paris d'autrefois,https://pbs.twimg.com/profile_images/1405932282439929862/xx65L9q7_normal.jpg,2021-06-18T16:48:14.000Z,
#Dominatrice #Reconnue Découvre l'étendu de mon monde sexy & SM Toutes mes vidéos sur : https://t.co/bpTLOfFoEB… https://t.co/OFodEoRVJO…,1308850603280433154,False,https://t.co/TemjHsbMkN,"{'followers_count': 4396, 'following_count': 78, 'tweet_count': 7296, 'listed_count': 8}",False,1.533219999938134e+18,Moneymistress2S,Paris ,SMoneymistress2,https://pbs.twimg.com/profile_images/1319338968039755778/OZY-5Bub_normal.jpg,2020-09-23T19:28:10.000Z,
"Concerts, expositions, balades, visites... Retrouvez en un clin d'œil tous les événements Parisiens sur votre application mobile Parissi 🎉",1274257731713671168,False,https://t.co/ffDTd7Gqlh,"{'followers_count': 280, 'following_count': 1098, 'tweet_count': 24833, 'listed_count': 1}",False,1.52725948613777e+18,parissi_app,"Paris, France",parissi,https://pbs.twimg.com/profile_images/1274260106809683968/Z3ln0INa_normal.jpg,2020-06-20T08:28:23.000Z,
SalahTimes is a online world prayer times calculator allowing easy access to prayer times for towns and cities in over 180 countries.,280874453,False,https://t.co/Rz5AdwgxJU,"{'followers_count': 1155, 'following_count': 1, 'tweet_count': 482276, 'listed_count': 94}",False,,SalahTimes,,Salah Times,https://pbs.twimg.com/profile_images/378800000530601046/5e79c8b72f9dade9d563547877ade369_normal.png,2011-04-12T05:48:23.000Z,
Actualités des transports de Paris: #RATP #RER #Transilien #SNCF #Paris,1287483433023942661,False,,"{'followers_count': 41, 'following_count': 138, 'tweet_count': 7762, 'listed_count': 2}",False,,MyTransitParis,"Paris, France",MyTransit Paris,https://pbs.twimg.com/profile_images/1287486437936570378/cG8IV2sQ_normal.jpg,2020-07-26T20:22:44.000Z,
,1044510088168435713,False,,"{'followers_count': 33, 'following_count': 717, 'tweet_count': 39, 'listed_count': 0}",False,,DialloA14788232,Guinée,DialloAlhassane,https://pbs.twimg.com/profile_images/1261581633318199296/3-j3BUDf_normal.jpg,2018-09-25T08:53:05.000Z,
"🎨 artist
👽 watcher
🗻 climber
🌲nature lover",1192643174218510336,False,https://t.co/ILJ92QsncE,"{'followers_count': 2468, 'following_count': 696, 'tweet_count': 113056, 'listed_count': 28}",False,1.5293586734322606e+18,artemalvac,"Quito, Ecuador",ｍａｌｖａｃ,https://pbs.twimg.com/profile_images/1269687121855631361/TWo3jaky_normal.jpg,2019-11-08T03:21:20.000Z,
"#24/7 Retrouvez vos #radios #raplocal

#radio75 : de 18h à 6h 

#xv3radio : de 6h à 18h",971844112575057920,False,https://t.co/PbqwYIr97H,"{'followers_count': 102, 'following_count': 583, 'tweet_count': 45163, 'listed_count': 0}",False,,Xv3Radio75,"Paris, France",Radio75.org // Xv3radio18.com,https://pbs.twimg.com/profile_images/1019902033762115584/1FvqrQvN_normal.jpg,2018-03-08T20:24:27.000Z,
"Science & SF Fan, Books, books and Books (quoting)! (Opinions my own)
Reading: https://t.co/a7jTgvu0pL
My Photos: https://t.co/Znv8BHpboe",14618348,False,https://t.co/HA9QqdiTbH,"{'followers_count': 747, 'following_count': 1800, 'tweet_count': 27165, 'listed_count': 83}",False,1.3189197800495596e+18,scasagra,Paris,Silvio Casagrande,https://pbs.twimg.com/profile_images/53993257/episodeiii_normal.jpg,2008-05-01T19:24:59.000Z,
La politesse ne coût rien et achète tout. A la fin le Bon gagne toujours !🤲🏻 🇹🇳🇫🇷,1171723576191475712,False,https://t.co/dNK6uidoZK,"{'followers_count': 87, 'following_count': 133, 'tweet_count': 1657, 'listed_count': 0}",False,1.2935706533297848e+18,benk_yous,,Yasoura🕊,https://pbs.twimg.com/profile_images/1471971148086849555/qh4O3HFT_normal.jpg,2019-09-11T09:54:13.000Z,
You can watch me on #chaturbate as darkunicorninblue 😍,1530231929663918080,False,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 28, 'listed_count': 0}",False,,darkunicorninb1,,darkunicorninblue,https://pbs.twimg.com/profile_images/1530232207536553984/TEVTzKFu_normal.jpg,2022-05-27T16:58:26.000Z,
"I am a globally-minded person working for an international law firm. I tweet about law, politics, foreign affairs and financial services.",2389336800,False,,"{'followers_count': 4173, 'following_count': 4348, 'tweet_count': 33929, 'listed_count': 94}",False,,KulpaBart,"London, UK",Bart Kulpa,https://pbs.twimg.com/profile_images/1306331968242675712/2qcFZ8IJ_normal.jpg,2014-03-14T15:46:47.000Z,
Be My Flat is born from the desire to simplify the rental of furnished apartments and to meet the nomadic lifestyles,2657662790,False,https://t.co/2xA6yFYiKb,"{'followers_count': 82, 'following_count': 39, 'tweet_count': 384, 'listed_count': 2}",False,,BeMyFlat,Paris,BeMyFlat,https://pbs.twimg.com/profile_images/961191179076415488/Yx1_bazL_normal.jpg,2014-07-18T20:30:55.000Z,
kerelai here! ;-) I'd love to meet you @chaturbate 😍😍😍,1530225600103075840,False,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 18, 'listed_count': 0}",False,,kerelai2,,kerelai,https://pbs.twimg.com/profile_images/1530226119144001536/AeVIETyN_normal.jpg,2022-05-27T16:33:19.000Z,
カフェレストラン情報bot。RTは音楽イベント、サブカル、観光系とかいろいろ。食べある記。出没地域は渋谷をメインとした都内、たまに鎌倉、横浜。,482143339,False,,"{'followers_count': 108, 'following_count': 30, 'tweet_count': 20199, 'listed_count': 20}",False,,gastronomie_bot,,美食学bot,https://pbs.twimg.com/profile_images/1802987204/image_normal.jpg,2012-02-03T15:37:13.000Z,
"Find everything for your holiday & travel needs in one place. All the latest news, offers and much much more. Follow us and never miss out on a good deal again.",2712060643,False,https://t.co/wijdn2dTBR,"{'followers_count': 762, 'following_count': 137, 'tweet_count': 17546, 'listed_count': 12}",False,,HolsTravelMore,Somerset,HolidaysTravelMore,https://pbs.twimg.com/profile_images/1439165098644451329/8XS6huNn_normal.jpg,2014-08-06T13:37:20.000Z,
News and tips from the MIDAS Travel team - delivering expertise and a premium service for business travellers,2162856552,False,https://t.co/wmnkldC8PI,"{'followers_count': 366, 'following_count': 1076, 'tweet_count': 3655, 'listed_count': 4}",False,,MidasTravelUK,+44 20 7440 5300 | London,MIDAS Travel,https://pbs.twimg.com/profile_images/1432998495754100737/ByFgVYSG_normal.jpg,2013-10-29T13:26:11.000Z,
"Parisien du Sud Est, observateur de la société, ses éclats, ses tendances, ses pépites et ses trésors. #vibes #betterfuture #lgbt #energy #marque #Communication",1285176877922095105,False,,"{'followers_count': 14, 'following_count': 248, 'tweet_count': 11, 'listed_count': 0}",False,,AnthonyTss1,,AnthonyTeyssier,https://pbs.twimg.com/profile_images/1511461893868765187/SOm7bkEi_normal.jpg,2020-07-20T11:37:10.000Z,
Poeta y escritor,1532355707160469505,False,,"{'followers_count': 8, 'following_count': 218, 'tweet_count': 298, 'listed_count': 0}",False,,MendozaPoesia,"Paris, Frankreich",Mendoza Maldita Poesía,https://pbs.twimg.com/profile_images/1532402742047670279/L48QB3t4_normal.jpg,2022-06-02T13:39:13.000Z,
immature_babyy is my name 😍😍 meet me @chaturbate 😍,1530226551790641153,False,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 18, 'listed_count': 0}",False,,BabyyImmature,,immature_babyy,https://pbs.twimg.com/profile_images/1530227119762317312/JVSmfWM1_normal.jpg,2022-05-27T16:37:05.000Z,
#Actualite #Paris #News #75 #France,2493969102,False,http://t.co/xUGJLqJVQy,"{'followers_count': 583, 'following_count': 9, 'tweet_count': 32716, 'listed_count': 48}",False,,actualite_paris,Paris,Actualité Paris,https://pbs.twimg.com/profile_images/471663174119211008/KCM2ZTFk_normal.jpeg,2014-05-14T10:06:52.000Z,
"Das ist ein Urlaubsfoto von mir! Ich sag aber nicht, wo das ist!",1509452466525548546,False,,"{'followers_count': 1, 'following_count': 9, 'tweet_count': 100, 'listed_count': 0}",False,,hilfsjournalist,,Hilfsjournalist,https://pbs.twimg.com/profile_images/1533549933395075072/LYTwOmlV_normal.jpg,2022-03-31T08:48:36.000Z,
Follow this account for geo-targeted Sales job tweets in France. Need help? Tweet us at @CareerArc!,33112311,False,https://t.co/6k1iNthGUc,"{'followers_count': 287, 'following_count': 214, 'tweet_count': 660, 'listed_count': 170}",False,,tmj_fra_sales,France,TMJ-FRA Sales Jobs,https://pbs.twimg.com/profile_images/671101924922359808/JxlBKROl_normal.jpg,2009-04-19T03:16:45.000Z,
"Mother of 5 cats, role player, avid reader of books & comics, melomaniac, cook & board games enthusiast... the good of life.",132209275,False,https://t.co/90k46ZOzOu,"{'followers_count': 202, 'following_count': 348, 'tweet_count': 3507, 'listed_count': 4}",False,,pawsanddices,La Umbra Profunda,Ushy🏳️‍🌈,https://pbs.twimg.com/profile_images/1327225376716836865/QJmBTHJH_normal.jpg,2010-04-12T15:56:39.000Z,
"PhD Agronomía, Ingeniería Biológica⚙️
Becaria @frsFNRS 🇧🇪
Feminista, docente, científica🍃
Ciudadana del 🌎 lucho día a día por un país incluyente y en Paz 🕊",928999879,False,https://t.co/GkNAqsqCBb,"{'followers_count': 5144, 'following_count': 3948, 'tweet_count': 3367, 'listed_count': 15}",False,1.4493857101427712e+18,AndreaChaconH,"Francia, Bélgica, Colombia ",Andrea_CH,https://pbs.twimg.com/profile_images/1449383822550835200/UTKrMXxr_normal.jpg,2012-11-06T04:29:05.000Z,
"Discord : Racimix#4090
Test Subjectif @ThePossessedNFT 
#Wearesinners @operationsin

Nft enthousiaste 
@LazylionNft Fam
@SVSNFT Fam 
@UglypeopleNft Fam",1478133096277061652,False,,"{'followers_count': 250, 'following_count': 1076, 'tweet_count': 1886, 'listed_count': 16}",False,1.5128685960153167e+18,RacimixOfficial,The Otherside,Racimix.Eth,https://pbs.twimg.com/profile_images/1535362746555965442/_4gQ6W6K_normal.jpg,2022-01-03T22:36:19.000Z,
"France Maghreb2, RADIO multiville FM DAB+ Paris, Lyon, Bordeaux,Marseille, Nice, Clermont, Dijon, Orléans, Reims, Lille Amiens, Le Havre, Nantes, Toulouse Rouen",372315720,False,https://t.co/WhRC7f28ts,"{'followers_count': 5361, 'following_count': 2278, 'tweet_count': 18764, 'listed_count': 39}",False,1.5359346524850747e+18,FMAGHREB2,France,FRANCE MAGHREB 2,https://pbs.twimg.com/profile_images/1156238856632619008/6iVzTdNM_normal.jpg,2011-09-12T15:07:18.000Z,
"🌐 L’actualité en temps réel | 🗞 Sources sur @divers_infos |
📨 contact@infos-divers.fr",1530552992788844550,False,https://t.co/EPxGXbCQQx,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 201, 'listed_count': 0}",False,,divers_infos,France,Infos DIvers,https://pbs.twimg.com/profile_images/1534283195683942403/7tOXq6jz_normal.png,2022-05-28T14:14:30.000Z,
"Kits de #chasseautrésor, #enquête policière & #escapegame à imprimer. Des jeux clé en main pour animation #anniversaire #enfant ou #activité en #famille.",3108646371,False,https://t.co/4HQYmKo45f,"{'followers_count': 6319, 'following_count': 820, 'tweet_count': 59037, 'listed_count': 155}",False,1.5348782013605724e+18,Anniv_OR,,Anniversaire en OR,https://pbs.twimg.com/profile_images/1172445536969879552/jOB-MtDq_normal.jpg,2015-03-23T21:40:03.000Z,
"I am a bot that evaluates articles. If you want to run the same NLP tools yourself, check out our website, or the Valurank extension on the chrome web store.",1442161841912700929,False,https://t.co/O54Ogzib02,"{'followers_count': 162, 'following_count': 371, 'tweet_count': 90694, 'listed_count': 4}",False,,valurank,"Austin, TX",Valurank,https://pbs.twimg.com/profile_images/1522011744847204353/bP7SdPVd_normal.jpg,2021-09-26T16:19:54.000Z,
Merci Monsieur le President Sarkozy. L'histoire rétablira la vérité de votre action. Mes tweets n'engagent que moi .,447285005,False,,"{'followers_count': 765, 'following_count': 699, 'tweet_count': 64596, 'listed_count': 48}",False,9.108314649835151e+17,GEMINET2,"Paris, Frankreich",NothingElseMatters,https://pbs.twimg.com/profile_images/719843683202428928/u9BGk2bC_normal.jpg,2011-12-26T18:23:23.000Z,
💕 Suivez nous pour découvrir les annonces de femmes près de chez vous !,1486041454795444225,False,https://t.co/EV6RH0cYbs,"{'followers_count': 428, 'following_count': 6, 'tweet_count': 232, 'listed_count': 0}",False,1.5138133654366577e+18,Matures_femmes,"France, Belgique",💕 Rencontres Femmes Matures ⭐⭐,https://pbs.twimg.com/profile_images/1513809313160122379/9TRGqzDh_normal.png,2022-01-25T18:21:14.000Z,
⚡First EP CONTRIBUTION ZERO available now⚡️,852907495744032768,False,https://t.co/6DO4w6AR2c,"{'followers_count': 27, 'following_count': 86, 'tweet_count': 124, 'listed_count': 0}",False,1.535940229772632e+18,zirpachetmusic,"Paris, France",Zir Pachet,https://pbs.twimg.com/profile_images/1355171942056259584/UE4wV512_normal.jpg,2017-04-14T15:32:48.000Z,
We will continue to create future sounds for God's spare time https://t.co/oNcsSYrofR,1518643277511426048,False,https://t.co/VkRZIecyNU,"{'followers_count': 47, 'following_count': 808, 'tweet_count': 1517, 'listed_count': 0}",False,,Chicago________,Chicago,Chicago Secret Society,https://pbs.twimg.com/profile_images/1521844824764166144/nlquDz7T_normal.jpg,2022-04-25T17:29:15.000Z,
"Tweeting about the actual waiting time and which attraction is interrupted in Disneyland Paris.

Not allied to the Disney company.",791590844050599936,False,https://t.co/LpG45zd77d,"{'followers_count': 2797, 'following_count': 42, 'tweet_count': 138081, 'listed_count': 20}",False,1.4769990503313695e+18,DlpStats,"Marne-la-Vallée, France",DLP Stats,https://pbs.twimg.com/profile_images/1239268823301324807/teASgU5A_normal.jpg,2016-10-27T10:42:19.000Z,
"Free online radio playing jazz from the past 100 years. Every decade, every style from the 20’s to the 20’s",1489236832634167297,False,https://t.co/T5a37uwZ64,"{'followers_count': 29, 'following_count': 65, 'tweet_count': 2645, 'listed_count': 1}",False,,thejazzcentury,"Milwaukee, WI",theJazzCentury.com,https://pbs.twimg.com/profile_images/1489237071944425476/DaGGfbzF_normal.jpg,2022-02-03T13:58:38.000Z,
Météo ╸climat ╸imagerie satellitaire... • #wx #dataviz #EO #GIS • Chasseur d'orages occasionnel • Travaille au @esrfsynchrotron • Opinions my own,2161609553,False,,"{'followers_count': 2402, 'following_count': 5000, 'tweet_count': 2986, 'listed_count': 61}",False,1.4827083646353487e+18,WxNB_,France,Nahel.B,https://pbs.twimg.com/profile_images/1525070472773259266/B1n3W3h4_normal.jpg,2013-10-31T09:36:48.000Z,
"Restroom trailer super center hub. We review restroom trailers, manufacturers, and industry specialists.",1145562168386916352,False,https://t.co/tGc0mKESrY,"{'followers_count': 1023, 'following_count': 66, 'tweet_count': 15874, 'listed_count': 2}",False,1.1466472387617996e+18,BathroomTrailer,Vereinigte Staaten,Restroom Trailers USA,https://pbs.twimg.com/profile_images/1511522695644549121/Y9qSJmZo_normal.jpg,2019-07-01T05:17:59.000Z,
Every day #architecture & #design from the #world #aasarchitecture,107663128,False,http://t.co/dTIbx5Herm,"{'followers_count': 8007, 'following_count': 2075, 'tweet_count': 98264, 'listed_count': 203}",False,9.87017495675654e+17,aasarchitecture,,AAsArchitecture,https://pbs.twimg.com/profile_images/758248247114797056/V8uVpKE2_normal.jpg,2010-01-23T08:55:42.000Z,
"🥐Paris travel guide, food, learning French
🍀I love wandering in Paris, to see its old & new, to find hidden gems
🌸My stories updated weekly in my blog:",2436761082,False,https://t.co/qoBLONjbRv,"{'followers_count': 299, 'following_count': 593, 'tweet_count': 290, 'listed_count': 4}",False,,Hanamizuki91,"Paris, France",Cornerofparis,https://pbs.twimg.com/profile_images/1476130787691012096/DIphDOGv_normal.jpg,2014-04-10T09:23:32.000Z,
"What excites me? the paintings of the East London Group. Painted before 2nd World War, they show a landscape that has now gone http://t.co/qAMg53I96q",2225230922,False,https://t.co/8z9jnET4xc,"{'followers_count': 24729, 'following_count': 11051, 'tweet_count': 116739, 'listed_count': 393}",False,,EastLondonGroup,//www.eastlondongroup.co.uk,EastLondonGroup,https://pbs.twimg.com/profile_images/378800000816354534/288359e534e7ebed9d2bd513f71e37d5_normal.jpeg,2013-12-01T16:35:35.000Z,
,1089710815597547520,False,https://t.co/EZ029YfYZ8,"{'followers_count': 173, 'following_count': 199, 'tweet_count': 17027, 'listed_count': 0}",False,,NewsMjm,Vereinigte Staaten,mJm News,https://pbs.twimg.com/profile_images/1089714975818551296/G1pINSAH_normal.jpg,2019-01-28T02:24:39.000Z,
Official Chillaxation Internet Radio Station,825790602830815233,False,https://t.co/K5QCdZ9KwL,"{'followers_count': 462, 'following_count': 367, 'tweet_count': 86225, 'listed_count': 9}",False,1.238626541317378e+18,smoothjazznola,"New Orleans, LA",SmoothJazzNola,https://pbs.twimg.com/profile_images/1513479307703767040/TquE0NFO_normal.jpg,2017-01-29T19:39:56.000Z,
"Offizieller Twitter-Account des ARD-Weltspiegels. Es twittern die Weltspiegel-Redaktionen BR, NDR, SWR & WDR. 📸https://t.co/WIV5h5VFZE",1261626800,False,https://t.co/VL4msq22QW,"{'followers_count': 49934, 'following_count': 381, 'tweet_count': 46220, 'listed_count': 552}",True,1.197941147395666e+18,Weltspiegel_ARD,,Weltspiegel,https://pbs.twimg.com/profile_images/1083731202002075648/5asqCm0z_normal.jpg,2013-03-12T10:10:07.000Z,
Η επιμονή μου,1086870123628163072,False,,"{'followers_count': 906, 'following_count': 1754, 'tweet_count': 32811, 'listed_count': 2}",False,,dkourkoulakou,Αθήνα - Ελλάδα,Dimitra Kourkoulakou,https://pbs.twimg.com/profile_images/1091212965808881664/ByK0gk_l_normal.jpg,2019-01-20T06:16:45.000Z,
🎨 Col·lecció #JoanMiró / #EnricTormo / #ImmersióEspai13 🖼️ Viu el #LlegatMiró 👉 #VermutsALaMiró #SolsticiSert #IogaMiró,158685585,False,https://t.co/WhaMy5T3NW,"{'followers_count': 77495, 'following_count': 2464, 'tweet_count': 8720, 'listed_count': 962}",True,,fundaciomiro,Barcelona,"Fundació Joan Miró, Barcelona",https://pbs.twimg.com/profile_images/590128882562551808/kgALDzpV_normal.jpg,2010-06-23T09:51:37.000Z,
,2181879485,False,,"{'followers_count': 424, 'following_count': 4994, 'tweet_count': 12683, 'listed_count': 5}",False,1.521928537879548e+18,fryleigh1974, United Kingdom,Holton,https://pbs.twimg.com/profile_images/496002645233242113/8d-Y-ohf_normal.jpeg,2013-11-15T12:00:33.000Z,
,1182351307539189761,False,,"{'followers_count': 72, 'following_count': 1, 'tweet_count': 2473, 'listed_count': 0}",False,1.5305873468020326e+18,NHL__exe,"Washington, DC",Skaprola,https://pbs.twimg.com/profile_images/1530587686775443457/Luv1NZqY_normal.jpg,2019-10-10T17:45:16.000Z,
"🇵🇰 computer scientist💻programmer👨‍💻minimalist,punjabi, addicted 2 world of 0s & 1s, automation, watching ⚽️ playing🏑 running🏃‍♂️& sleeping marathons 🛌😴",171007935,False,https://t.co/ZhLuRph3x7,"{'followers_count': 513, 'following_count': 491, 'tweet_count': 14653, 'listed_count': 50}",False,1.5349637498026762e+18,alihaider907,Internet,Haider Ali,https://pbs.twimg.com/profile_images/1505686529687105539/YXCDN21c_normal.jpg,2010-07-26T09:53:15.000Z,
Bookings: troy@thehangoutsessions.com,803414766,False,https://t.co/fsUR2Qhjik,"{'followers_count': 7564, 'following_count': 7684, 'tweet_count': 8485, 'listed_count': 1}",False,1.530395958458073e+18,El_Jey_SA,World,EL JEY..,https://pbs.twimg.com/profile_images/1528988257438027776/3OCtONfo_normal.jpg,2012-09-04T23:24:40.000Z,
"JESUS 5-LINGUAL Therapist, Author, Coach➕Genius IQ.💖GOD's Diversity, Country & Urban, OK Arts. ""At MYS 8-Queen E, Prince W, Stars=My followers as in Isaiah""MB",33408119,False,https://t.co/9B4o986BmW,"{'followers_count': 10425, 'following_count': 10419, 'tweet_count': 33451, 'listed_count': 123}",False,1.4830372230795305e+18,BlackQueenLara,Universal House JC-USA NL F C,JC Black Queen-Joy Page♥️@LfC Benfica #MyViewsMine,https://pbs.twimg.com/profile_images/1535040323302326284/WnNYbrEN_normal.jpg,2009-04-20T03:35:18.000Z,
