possibly_sensitive,lang,id,text,public_metrics,author_id,created_at,in_reply_to_user_id,withheld
False,en,1536014334932951042,"Im live right now! 😈

✅ https://t.co/GZGPqTCIst

#stroker19800 #France #Paris #Nantes #Toulouse #Bordeaux #Marseille #Rennes","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1530933727940988928,2022-06-12T15:55:29.000Z,,
False,en,1536014033664389120,"I love the people living in carrefour de Buci, they are fond of seabass. #Paris","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",794485412328800256,2022-06-12T15:54:18.000Z,,
False,ja,1536013943340052480,パリのshangrila-hotelのあるスイートルームから。100本のバラ+エッフェル塔とかエモすぎるやろ。。#paris https://t.co/pN5zvdppBw,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1196405008759046144,2022-06-12T15:53:56.000Z,,
False,fr,1536013911702622209,"#djsnake
⏰Il reste 1 heure pour aller voter #NUPES dans les villes où les bureaux de vote ferment à 19h
Dans les grandes villes - dont #Paris, #Lyon, #Marseille, #Bordeaux, #Lille, #Toulouse, #Rennes, #Strasbourg, #Nice, les bureaux ferment à 20h.
#Législatives2022 #JeVote","{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",1368564422483062799,2022-06-12T15:53:48.000Z,,
False,fr,1536013658605633536,"#MacronDegage 
⏰Il reste 1 heure pour aller voter #NUPES dans les villes où les bureaux de vote ferment à 19h
Dans les grandes villes - dont #Paris, #Lyon, #Marseille, #Bordeaux, #Lille, #Toulouse, #Rennes, #Strasbourg, #Nice, les bureaux ferment à 20h.
#Législatives2022 #JeVote","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1368564422483062799,2022-06-12T15:52:48.000Z,,
False,fr,1536013464371601410,@Valeurs #annecy est une ville qui s'est transformée en #Paris bis,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1434085798995976192,2022-06-12T15:52:02.000Z,112754792.0,
False,fr,1536013447837716480,"⏰Il reste 1 heure pour aller voter #NUPES dans les villes où les bureaux de vote ferment à 19h
Dans les grandes villes - dont #Paris, #Lyon, #Marseille, #Bordeaux, #Lille, #Toulouse, #Rennes, #Strasbourg, #Nice, les bureaux ferment à 20h.
#Législatives2022 #JeVote","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1368564422483062799,2022-06-12T15:51:58.000Z,,
False,fr,1536013330942410752,"#RadioLondres
⏰Il reste 1 heure pour aller voter #NUPES dans les villes où les bureaux de vote ferment à 19h
Dans les grandes villes - dont #Paris, #Lyon, #Marseille, #Bordeaux, #Lille, #Toulouse, #Rennes, #Strasbourg, #Nice, les bureaux ferment à 20h.
#Législatives2022 #JeVote","{'retweet_count': 2, 'reply_count': 2, 'like_count': 2, 'quote_count': 1}",1368564422483062799,2022-06-12T15:51:30.000Z,,
False,fr,1536013227074764802,"Source : Le Parisien

#media #journalisme #france #securite #paris #trocadero #mouffetard

Selon le #MinistèredelIntérieur il s’agirait de supporters de #Liverpool #LiverpoolVsRealMadrid #Darmanin #DupontMoretti https://t.co/orISxd870k","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1237347926818635777,2022-06-12T15:51:05.000Z,,
False,en,1536013052994195457,#Paris #France Vibrant Diversity https://t.co/mIcKwe9b0t,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1369063850792816642,2022-06-12T15:50:24.000Z,,
False,ht,1536012724827738112,"✌Que des #bonnesvibes #EnCeMomentSur :

 ➡️ https://t.co/M4Pwl2Zpth

Gunna;Future;Young Thug - pushin P (feat. Young Thug)

#Paris #Radio #FêteDeLaMusique #music #FDLM2022

➡Téléchargez l'appli android : https://t.co/2wkbN4srb0 https://t.co/lqEGddogLI","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",971844112575057920,2022-06-12T15:49:05.000Z,,
False,fr,1536012485546987521,"2007 - Notre-Dame de Paris, the Bell Towers. Île de la Cité, Paris.

Panasonic Lumix DMC-TZ3.

#paris #parisienne #france #europe #belleépoque #urban #architecture #street #notredamedeparis #notredame #lumixtz3 #pointandshoot #panasonic #panasoniclumix #… https://t.co/9LQVsE8xsl https://t.co/KwrnbTU0T4","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",148530183,2022-06-12T15:48:08.000Z,,
False,fr,1536012216385806336,La Place du Tertre à Paris 18e (Paris).  #CartePostaleAncienne #Paris 👉 https://t.co/ahU8EOp7Et https://t.co/7WFgB42PrK,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1405930262651932674,2022-06-12T15:47:04.000Z,,
False,fr,1536012136735985668,@sandrousseau vieille politique de briguer un mandat à #Paris quand on est grillée en province,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1434085798995976192,2022-06-12T15:46:45.000Z,371381075.0,
False,en,1536011713811816453,"Holiiis 🥰

#SiguemeYTeSigo #lgtb #horny #hot #xxx #colombia #bucaramanga #santander #model #webcam #brasil #paris #newyork #followme #follow #f4f #like #likes #rt #cali #medellin #bogota #barranquilla #bigcock #cock #anus #germany 

@EncuentroGayMty https://t.co/2JZovihdvq","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1526572733047484416,2022-06-12T15:45:04.000Z,,
False,en,1536011695507836928,"#Asr in #Paris, #France starts at 6:07 https://t.co/vgc10AyBAp","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",280874453,2022-06-12T15:45:00.000Z,,
False,en,1536011589240774657,"@JacquelineZweng here is the link to @WestJet’s #flightinteruptions and #compensation claims. I hope you get some answers soon and can arrive safely in #Paris to join @WoundWarriorCA for the balance of this critical #MentalHealthAwareness ride 
🚴✈️💙

https://t.co/DNGVQwedik https://t.co/2YIow9KwQt","{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",35812822,2022-06-12T15:44:35.000Z,1.234654520547799e+18,
False,lt,1536011505950461954,https://t.co/irfayVqZLK | https://t.co/VIOKGWlB8I | #nowplaying Spyro Gyra @SpyroGyraGroup - Starburst - #smoothjazz #nola #newyork #losangeles #miami #london #paris #montecarlo,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",825790602830815233,2022-06-12T15:44:15.000Z,,
False,fr,1536011489076731904,"Si tous les usagers de l’espace public parisien pouvaient respecter le travail de ceux qui œuvrent dans l’ombre pour que #Paris soit propre, il n’y aurait plus le navrant spectacle des décharges sauvages https://t.co/AomtNZJ2lH","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",3407734155,2022-06-12T15:44:11.000Z,,
False,fr,1536011156166516736,"« It's a little bit funny this feeling inside… » 

Cadeau de Noël de Maman… et en fait, je ne réalise pas que je vais voir Elton Joooohn quoi !! 

Preparez-vous 🎤 #ParisLaDefenseArena #Paris #EltonJohn https://t.co/asq38UgrHL","{'retweet_count': 0, 'reply_count': 6, 'like_count': 25, 'quote_count': 0}",117479647,2022-06-12T15:42:51.000Z,,
False,en,1536011090106064896,"This #Sales job might be a great fit for you. Click the link in our bio to see it and more. Manager, Business Development, Enabler Fintechs at Mastercard #Paris, Île-de-France","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",33112311,2022-06-12T15:42:36.000Z,,
False,fr,1536011017087602692,Le mercure monte à plus de 24°C à #Paris... Un peu de fraîcheur avec un verre de #rosé? https://t.co/t4vLVSzA7H #Livraison #AvecModération,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",755044207019057152,2022-06-12T15:42:18.000Z,,
False,en,1536010783104061441,"Content analysis:
This article scores 69/100. The complete report can be viewed here: https://t.co/poXZQsRUJL
(I'm a bot)

#America #Paris https://t.co/fbkK1KE0MW","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1442161841912700929,2022-06-12T15:41:23.000Z,,
False,en,1536010497916534785,"Paris France in 1902 Enhanced and Colorised by Glamourdaze
https://t.co/dlR6NDifhQ #france   #1902   #paris  #oldfootage  #viralvideo https://t.co/MDV24ukGyc","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",25157156,2022-06-12T15:40:15.000Z,,
False,fr,1536010436092518400,"#France #Paris #legislatives2022 .
Si la #NUPES ne passe pas le 1er tour dans la #circo7515 #Paris20.
Une seule responsable @lamiaela.","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",305691002,2022-06-12T15:40:00.000Z,,
False,en,1536010188792143875,"Content analysis:
This article scores 37/100. The complete report can be viewed here: https://t.co/bmTT2MELa3
(I'm a bot)

#Speaking #Paris https://t.co/HD69jbFVI7","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1442161841912700929,2022-06-12T15:39:01.000Z,,
False,en,1536010157897003008,"Paradise City

#paris #MyPhoto https://t.co/L2Ym9NXErG","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1454729114351460352,2022-06-12T15:38:53.000Z,,
False,fr,1536009892259106820,"A voté 🗳 

#legislatives2022 

#Paris https://t.co/LPoetbupvx","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2467892087,2022-06-12T15:37:50.000Z,,
False,en,1536009704912076800,"How many French kings does it take to burn a Templar? New episode Saturday!

#templars #knightstemplar #paris #france #newepisode

https://t.co/UtjIRxh6T2","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1064130635122556928,2022-06-12T15:37:05.000Z,,
False,fr,1536009597785448449,#AllonsVoter allez les gens sérieux la !?? ✌🏼✌🏼🫶🏻🫶🏻🫶🏻 #stopponsmacron et #lepen avec #Melenchon1erMinistre !! #nupes #VotonsNupes #Legislatives #saintdenis #paris #lesjeunes https://t.co/dDl201J7k8,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",499799194,2022-06-12T15:36:40.000Z,,
False,fr,1536009575287103495,"À voté, peu de monde 😏#legislatives2022 #legislatives #Paris https://t.co/4uMsEyKgNl","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2955009238,2022-06-12T15:36:35.000Z,,
False,fr,1536009521709125632,"Beautiful Photography.. Amazing Paris, La Maison Rose at Montmartre #beautiful #Paris #lamaisonrose #Montmartre #France #parislife #streetsofparis #amazingplacestovisit #love 🌹 https://t.co/SiS71MfwPT","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",206214645,2022-06-12T15:36:22.000Z,,
False,pt,1536009442906578951,#stories da Angélica ❣️ #diadosnamorados #paris 🥰 em Paris https://t.co/qVJ7qc2e0H,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",69640203,2022-06-12T15:36:03.000Z,,
False,en,1536009420030844931,"Content analysis:
This article scores 80/100. The complete report can be viewed here: https://t.co/ruQwEnhKqb
(I'm a bot)

#YourNextMove #Title #Paris https://t.co/0RnTyE5jKn","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1442161841912700929,2022-06-12T15:35:58.000Z,,
False,fr,1536009323012308993,#Paris #SaintForgeux #Colmar #AixEnProvence le fameux sentiment d’insécurité certainement. Via @Actu17 @Valeurs https://t.co/b4ACGnQa8o,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2883583489,2022-06-12T15:35:34.000Z,,
False,en,1536009251872722946,"Carmelita Fox from Sly Cooper games
(Fan art / digital painting / photoshop)

@Sony @PlayStation @SuckerPunchProd @SanzaruGames @SonyFrance 
#SlyCooper #CarmelitaFox #fox #furry #fanart #sony #playstation #game #Paris #night https://t.co/OWVWPRyx1O","{'retweet_count': 2, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",377044278,2022-06-12T15:35:17.000Z,,
False,fr,1536008792323809284,SAUVE QUI PEUT - Le livre du jour https://t.co/n09m7EJmkt via @podCloud #livre #Pompiers13 #legislatives #abstention #dimanche #Paris #Bretagne #hautsdefrance #auvergne #soleil #meteo #France #Lille #Lyon #Nantes #Bordeaux #Strasbourg #Reims #larochelle #Racing #Amiens #Bitcoin,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3091624643,2022-06-12T15:33:28.000Z,,
False,fr,1536008619115814913,Les fameux jardins à la française. Rue d'Alesia #saccageparis #paris @MairieParis14 @saccageparis @parisestsale https://t.co/DfyqUCjOiT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",1508173567359438851,2022-06-12T15:32:47.000Z,,
False,en,1536008514505777152,"Content analysis:
This article scores 50/100. The complete report can be viewed here: https://t.co/kgZTbT4YrX
(I'm a bot)

#Paris #Generation https://t.co/96keCbcqAh","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1442161841912700929,2022-06-12T15:32:22.000Z,,
False,fr,1536008438072987648,La Rue Saint-Rustique à Paris 18e (Paris).  #CartePostaleAncienne #Paris 👉 https://t.co/7LJuGUM0B9 https://t.co/UltQzmYedx,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",1405930262651932674,2022-06-12T15:32:03.000Z,,
False,und,1536008184510414853,#weed #hash #weedparis #weedsmoker #smokeweed #smokehash #smoke #shitparis #Paris #weed #weedparis #parisweed #parisweed1🍁 #parcduluxembourg #parcdesprinces #robinson #sceaux  #ubershit #UberWeed,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1513774285944508422,2022-06-12T15:31:03.000Z,1.5137742859445084e+18,
False,en,1536008142277922816,"I know I keep using the word amazing, but the museum was amazing! #museedorsay #paris #france #vacation #museum @ Musée d'Orsay https://t.co/oTb5zZRLgW","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",754823,2022-06-12T15:30:53.000Z,,
False,en,1536008088276193280,@JacquelineZweng @WestJet @WoundWarriorCA Have you had any success with @WestJet @JacquelineZweng; have you made it to #Paris for the @WoundWarriorCA ride yet? #InquringMindsWantToKnow #CustomerService #MentalHealth,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",35812822,2022-06-12T15:30:40.000Z,1.234654520547799e+18,
False,en,1536008005023670279,"Highest waiting times in #DLP:
Crush's Coaster - 100 min
Crush's Coaster (Single rider) - 60 min
Orbitron - 50 min
Peter Pan's Flight - 45 min
Ratatouille: The Adventure - 40 min
https://t.co/4WMKwmS4lW #DLP #DLPLive #DisneylandParis #Paris","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",791590844050599936,2022-06-12T15:30:20.000Z,,
False,en,1536007953433645056,If you were streaming https://t.co/gQEZOjVGLt you’d be hearing Raw Root (1974) by Harold Alexander and your ears would be filled with joy. Free internet radio playing 100 years of Jazz #jazz #music #free #listen #london #paris #cook #recipe https://t.co/jMnZxp25Tt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1489236832634167297,2022-06-12T15:30:08.000Z,,
False,fr,1536007922567847936,"Météo d’été sur Paris … 😎🌿☀️🇫🇷
.
#Paris #paname #parigot #photography #igersparis #photooftheday #sunday #GoodVibes #ParisAvelo 🚲 https://t.co/3difFWk9Wx","{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2810717458,2022-06-12T15:30:01.000Z,,
False,en,1536007921754066945,A weekend in #Paris with the #OppoFindX5Pro https://t.co/5JYzsm58Fd @gsmarena_com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",16695057,2022-06-12T15:30:00.000Z,,
False,fr,1536007920277667840,"💥Jeu #rrieetchansons😃 
Inscrivez-vous pour tenter de gagner des places pour le spectacle #MarcJolivet le 17 juin #SalleGaveau à #Paris

Cliquez➡️https://t.co/4qCjcYoJSr https://t.co/UGxezatcny","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",372453366,2022-06-12T15:30:00.000Z,,
False,en,1536007858025861121,"Original Paintings on Canvas
Size: 36x36 in.
4 sale at
https://t.co/jRQIkuPmoq
.
#superheroes #artdealer #artdaily #interiordesign #artlover #hermes #popart #popartist #dr8love #originalart #painter #luxury #marilynmonroe #artbasel #repost #chanel #homedecor #paris #streetart https://t.co/Hl0Rh8gAjZ","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",720399057512890368,2022-06-12T15:29:45.000Z,,
False,pt,1536007732251217920,#nowplaying John Tejada - Two O One https://t.co/3s8pPZqMnK #montreal #newyork #paris #london #miami #deephouse #housemusic,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",179236202,2022-06-12T15:29:15.000Z,,
False,fr,1536007658494386176,"Météo d’été sur Paris … 😎🌿☀️
.
#Paris #paname #parigot #photography #igersparis #photooftheday #sunday #GoodVibes https://t.co/SR1yTPIEK3","{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",576150916,2022-06-12T15:28:58.000Z,,
False,en,1536007254675185664,"Its not often we see people living their own genuine lives, happy, and doing what they dream/want to do.✨💫
** I’m 4ever laughing or smiling 😂🤣🙃**

#BLESSED #LifeisGOOD #Inspiration #keepinspiring #blackgirlstravel  #Paris #france🇫🇷  #parisphotoshoot #eiffeltower #louvor https://t.co/v7GrviJyZN","{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",471726675,2022-06-12T15:27:21.000Z,,
False,en,1536007158826942465,Rachel Marsden: Top EU official used poorly sourced disinformation in attempt to smear Russia at UN  #uspoli #cdnpoli #ukpoli #paris #berlin #vienna #biden #trump #ndp #trudeau #auspol #quebec #africa #india https://t.co/DeZe3g6bgZ,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1519342936634372098,2022-06-12T15:26:58.000Z,,
False,fr,1536007146491596805,"12 juin 2022. #Paris - #Bruxelles - #Kyiv 🇺🇦🇪🇺 Devant la commission européenne. L’#Ukraine, c’est l’#Europe. #StandWithUkraine️ #TimeForUaInEU #UkraineIsEurope ✊💙💛 https://t.co/WzSQ8D4Jms","{'retweet_count': 34, 'reply_count': 1, 'like_count': 96, 'quote_count': 4}",1496447987735748611,2022-06-12T15:26:56.000Z,,
False,fr,1536006615719198721,"#Kickoff 21 juin 2022, 19h #Go4metaverse avec @GaelDupret #MetaYearBook et l'affaire G01D0R4K (à lire #goldorak) #Paris #Bretagne #Amazonie https://t.co/VNPSpHBQP7","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1535158790668046336,2022-06-12T15:24:49.000Z,,
False,ja,1536006426300399617,#Bustronome っていうディナーがパリで流行ってるらしい。ってことで知り合いの方に頼んで貸切にしました。安めにするためにアフタヌーンティーにしたんだけど、二階建てのからの景色はveryGood⭐︎#paris #パリ https://t.co/38bZqPPmkF,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1196405008759046144,2022-06-12T15:24:04.000Z,,
False,en,1536006304451350529,Oh that is big breakfast #food #morning #fat #breakfast #foodporn #NewYork #family #traveling #Singapore #Paris https://t.co/7cMLfwq0rw,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1535740853259763712,2022-06-12T15:23:35.000Z,,
False,fr,1536006174386139138,"A #Paris laquelle est le troll 🧌?…

#Circo7509 https://t.co/HfDA1tt0U9","{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1370402564513136641,2022-06-12T15:23:04.000Z,,
False,ht,1536006133445427200,Voilà! Sunday travels with a much-needed stop to the Louvre Museum. ✨ #Paris #France 🇫🇷 https://t.co/NgTsK4VReh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 15, 'quote_count': 0}",369055527,2022-06-12T15:22:54.000Z,,
False,fr,1536006067594964992,"Le saviez-vous ? Les élections #Législatives2022 seront les dernières élections avant... 2024 !

Prenez le temps d'aller voter ! Les bureaux de vote sont ouverts jusqu'à 18h (ou 20h dans les grandes villes dont #Lyon, #Paris, #Marseille).","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",305691002,2022-06-12T15:22:38.000Z,,
False,pt,1536005553385746432,#stories do Luciano Huck 😊 #diadosnamorados #paris em Paris https://t.co/Q5i9oxLLnY,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",101561047,2022-06-12T15:20:36.000Z,,
False,en,1536005494778867713,It's no longer possible to make a reservation as an annual passholder on 15-06-2022. #DLP #DLPLive #DisneylandParis #Paris,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",791590844050599936,2022-06-12T15:20:22.000Z,,
False,fr,1536005467352227841,Enlaidissement non seulement inutile mais surtout nuisible et ruineux pour les finances de #Paris https://t.co/RTZIMHcnG6,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3407734155,2022-06-12T15:20:15.000Z,,
False,ht,1536004928069672963,"✌Que des #bonnesvibes #EnCeMomentSur :

 ➡️ https://t.co/M4Pwl2Zpth

Josman;Guy2Bezbar - POP (feat. Guy2bezbar)

#Paris #Radio #FêteDeLaMusique #music #FDLM2022

➡Téléchargez l'appli android : https://t.co/2wkbN4srb0 https://t.co/alP8e8CTbP","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",971844112575057920,2022-06-12T15:18:07.000Z,,
False,en,1536004741616246785,"#FrançoiseDorléac, December 21, 1962, #Paris. https://t.co/djWKJOgWJa","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1478002801586618374,2022-06-12T15:17:22.000Z,,
False,fr,1536004662767366145,Montmartre - La Rue des Saules à Paris 18e (Paris).  #CartePostaleAncienne #Paris 👉 https://t.co/yyelUt3Nna https://t.co/FBTdAk7fut,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1405930262651932674,2022-06-12T15:17:03.000Z,,
False,en,1536004520962031616,"One of the most iconic features on the Strip in Vegas is the half-scale replica of the original Eiffel Tower in Paris, France. You can even take an elevator to the top of 360-views of the city and surrounding desert. #lasvegas #vegas #paris #parislasvegas #eiffeltower #Travel https://t.co/1UskGsEsCw","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1246537111626567680,2022-06-12T15:16:30.000Z,,
False,fr,1536004416981147649,"Les façades parisiennes.
57, rue Turbigo, paris 3e.
Paris and its facades.
#paris #france #art #architucture https://t.co/P48CB4QP3V","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",4822106404,2022-06-12T15:16:05.000Z,,
False,cy,1536004388942225412,"Peter Cornelius. 
Boulevard Saint-Germain 
1958  #Paris https://t.co/E2kYgp6TOa","{'retweet_count': 34, 'reply_count': 2, 'like_count': 132, 'quote_count': 0}",875280010877296640,2022-06-12T15:15:58.000Z,,
False,und,1536004386782076928,#Neuilly #Paris @prefpolice https://t.co/mmPQZiuTCp,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1476131109759070215,2022-06-12T15:15:58.000Z,,
False,fr,1536004201955962880,"Matinée #sundayfunday dans la région parisienne🤩❤️‍🔥

#paris #parisienne #sundayvibes #sunday #weekend #artistlife #karlalazo #singer #actriz #mexicana https://t.co/CKxTaHFGpZ","{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",630586164,2022-06-12T15:15:13.000Z,,
False,fr,1536004027074371584,A #Paris les BV ferment à 20h 🕗 https://t.co/ed2Szb3z6D,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1370402564513136641,2022-06-12T15:14:32.000Z,,
False,en,1536003854017433600,https://t.co/irfayVqZLK | https://t.co/VIOKGWlB8I | #nowplaying Earth Wind And Fire @EarthWindFire - Fantasy - #smoothjazz #nola #newyork #losangeles #miami #london #paris #montecarlo,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",825790602830815233,2022-06-12T15:13:51.000Z,,
False,fr,1536003697196556288,"Aller tous voter ! Il reste 1h !!

Fermeture des bureaux de votes des grandes villes à 20h, les autres à 18h. Emmenez vos proches, amis, famille et voter
#NUPES 
#VcommeVictoire 
#Mélenchon 
#legislatives2022 
#Marseille 
#Paris 
#Toulouse 
#jeunes 
#jeune https://t.co/71AR2HSXuP","{'retweet_count': 4, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",1352574787827232768,2022-06-12T15:13:13.000Z,,
False,fr,1536003223714242562,"15h bureau de #vote du 15ème quelques personnes  #legislatives2022  #Paris Participation nationale au 1 er tour  atteint  39,42%  à 17H00 selon le ministère de l'Intérieur, un chiffre en baisse de 1,3 point par rapport à 2017 https://t.co/KDmXgyoDSJ","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",381984284,2022-06-12T15:11:20.000Z,,
False,fr,1536003137919541248,"Rendez-vous mercredi 22 juin en Live TWITCH de 17h30 à 18h30 ! 👾

Venez rencontrer l’équipe pédagogique et discuter avec les étudiants ! 🤝

https://t.co/tKCSSE2hdz

#paris #alternance #twitch #gaming #gamedesign #3d #animation #uxdesign #web3 https://t.co/5y1qTuaupo","{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 1}",2194506271,2022-06-12T15:11:00.000Z,,
False,fr,1536003036820213760,"La France me torture... dépouillement électoral, second round, j'étais encore la premiere. :-^

Vos n'avez vraiment personne d'autre ce soir ??
J'ai piscine.
https://t.co/KqIEzR2Ofr 
#Paris

CHANSON D'AMOUR/ MANHATTAN TRANSFER 
https://t.co/lM7Z2oFD6e https://t.co/SAwNcOCGBc","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",881744070237990912,2022-06-12T15:10:36.000Z,,
False,en,1536002694028075008,"Im live right now! 😈

✅ https://t.co/kOBfx0QLyQ

#hey_its_meow #France #Paris #Nantes #Toulouse #Bordeaux #Marseille #Rennes","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1530925648142802946,2022-06-12T15:09:14.000Z,,
False,en,1536002489899704322,"Im live right now! 😈

✅ https://t.co/gRt7cIbu8G

#_sexi_lexi #France #Paris #Nantes #Toulouse #Bordeaux #Marseille #Rennes","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1530250199842447361,2022-06-12T15:08:25.000Z,,
False,fr,1536002354230738945,"Sécurité sous responsabilité du préfet de Police de #paris, et #Darmanin 
Quelles justifications? Vu le véhicule on pourrait penser à des #allemands, les #Anglais sont partis... À moins que 🤔
#neuilly n'est plus ce qu'elle était 😱😱😱😱 https://t.co/mnVgvrM75a","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",800282968686149632,2022-06-12T15:07:53.000Z,,
False,fr,1536002237163524101,#Faitsdivers   #Paris  l’avocat prenait des #photos sous les #jupes des filles dans le #métro ➡️ Le #voyeur a été #interpellé durant la nuit de samedi à dimanche dans le métro à Paris par des #usagers,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 1}",1524793481729802245,2022-06-12T15:07:25.000Z,,
