verified,description,protected,url,public_metrics,created_at,location,profile_image_url,pinned_tweet_id,name,id,username
False,Blockchain Enthusiast.,False,,"{'followers_count': 2, 'following_count': 182, 'tweet_count': 13, 'listed_count': 2}",2021-10-08T08:06:16.000Z,,https://pbs.twimg.com/profile_images/1481143854414049282/xMPf75-U_normal.jpg,,ni8mare,1446386283530493954,dkni8mare
False,Boa pessoa familiar gosto curtir vida estar com minha família aproveitar bastante,False,,"{'followers_count': 679, 'following_count': 1949, 'tweet_count': 158, 'listed_count': 0}",2021-07-09T09:24:56.000Z,Rio janeiro,https://pbs.twimg.com/profile_images/1499260886246113280/zU1hTHUj_normal.jpg,,Márcio André Alves de Souza,1413428879050608641,MrcioAndrAlves6
False,,False,https://t.co/t3WPVPwH4Q,"{'followers_count': 21, 'following_count': 179, 'tweet_count': 15, 'listed_count': 0}",2011-06-24T02:12:06.000Z,italia,https://pbs.twimg.com/profile_images/2828359103/46623ce4689d37381b78ceca9a260e98_normal.jpeg,,claudio ledda,322983445,claudioledda2
False,,True,,"{'followers_count': 3, 'following_count': 267, 'tweet_count': 37, 'listed_count': 1}",2013-07-19T20:25:43.000Z,,https://pbs.twimg.com/profile_images/378800000157864455/e989fe9f82c643f1d9239ac3388e8502_normal.jpeg,,Perugia,1606676244,Perugiia
False,I pray 🙏 always to get a bright future,False,,"{'followers_count': 35, 'following_count': 464, 'tweet_count': 30, 'listed_count': 0}",2021-11-28T05:30:31.000Z,Al Khor,https://pbs.twimg.com/profile_images/1525059842632822791/5yR9fbf4_normal.jpg,,‏عبد الله عدم,1464828943236804613,HelenaP26328092
False,Follow me and get free NFT,False,https://t.co/8J4IDCzKNY,"{'followers_count': 105, 'following_count': 2211, 'tweet_count': 198, 'listed_count': 0}",2022-04-10T09:32:12.000Z,"Lower Saxony, Germany",https://pbs.twimg.com/profile_images/1513555808453378049/GunN3aSM_normal.jpg,,Mojrieva,1513087231078064130,mojrieva
False,,False,,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",2020-02-26T03:54:00.000Z,"İstanbul, Türkiye",https://pbs.twimg.com/profile_images/1523806245282586624/3qOaaXcR_normal.jpg,,Kado,1232514082995089408,kadoresmi00
False,Cool Dude.,False,,"{'followers_count': 40, 'following_count': 567, 'tweet_count': 401, 'listed_count': 1}",2022-05-12T17:50:32.000Z,,https://pbs.twimg.com/profile_images/1524809265520644101/3jSTPvJL_normal.png,1525387281019744261,Smokey Greystone,1524809189092036609,GreystoneSmokey
False,"Explorer! Mystic! Elevating! 🌟
Hi, I am Sanchit. I am a CS undergraduate student, a researcher in robotics, and a hardcore tech enthusiast. INTP #technogeek",False,https://t.co/jejcwMRsti,"{'followers_count': 166, 'following_count': 1192, 'tweet_count': 4823, 'listed_count': 11}",2015-09-17T01:54:07.000Z,New Delhi,https://pbs.twimg.com/profile_images/644329672491143169/A8V-yIFJ_normal.jpg,1495613016360222722,Sanchit Mishra,3588893054,s_technogeek
False,提供 巨鲸交易提醒 电报交流辅助 中化区块链环境 算法持续更新中,False,https://t.co/kPwVoT0h19,"{'followers_count': 2, 'following_count': 1, 'tweet_count': 22, 'listed_count': 0}",2022-05-14T06:36:41.000Z,加密货币电报交流群(支持查询所有币价) 👉,https://pbs.twimg.com/profile_images/1525413971636809730/dSlDdVI8_normal.jpg,,加密货币警报,1525364326248218624,CryptoAlertCn
False,जिला मंत्री भारतीय जनता युवा मोर्चा जिला उमरिया,False,,"{'followers_count': 8, 'following_count': 409, 'tweet_count': 200, 'listed_count': 0}",2022-01-03T14:03:34.000Z,,https://pbs.twimg.com/profile_images/1484769258001211395/I9rpk_zo_normal.jpg,,Baldev Singh Yadav,1478003899642482691,baldev750
False,We are making all kind of cute characters with Animation as well cute objects in world and give you 3d models will all files @Rarible,False,,"{'followers_count': 207, 'following_count': 1231, 'tweet_count': 23, 'listed_count': 1}",2022-01-21T10:26:04.000Z,"Islamabad,Pakistan",https://pbs.twimg.com/profile_images/1521396016863395840/h0nRyFJq_normal.jpg,,Cute NFT 3D Models Collections,1484472279090270208,BuzzCgi
False,,False,,"{'followers_count': 70, 'following_count': 802, 'tweet_count': 109, 'listed_count': 2}",2022-02-27T15:41:17.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,सांक?,1497959993772892161,sanka01811857
False,"xinh chào, mình là đan, rất vui được kết nối",False,,"{'followers_count': 0, 'following_count': 85, 'tweet_count': 67, 'listed_count': 0}",2022-02-28T08:46:01.000Z,,https://pbs.twimg.com/profile_images/1498218185967157250/WrJDbvWJ_normal.jpg,,thanh dan,1498217873206288384,thanhdandan12
False,Chuyên gia làm rụng trứng,False,,"{'followers_count': 2, 'following_count': 125, 'tweet_count': 115, 'listed_count': 0}",2021-12-16T16:34:12.000Z,,https://pbs.twimg.com/profile_images/1471519090216869897/Vh9gcnrx_normal.jpg,,Tien Dat,1471518978023432199,TienDat0901
False,"mình là tiến, mình thích bĩu môi",False,,"{'followers_count': 2, 'following_count': 137, 'tweet_count': 116, 'listed_count': 0}",2021-12-16T16:21:20.000Z,,https://pbs.twimg.com/profile_images/1471515852180627462/hyUdFNqd_normal.jpg,,Tiến Nguyễn,1471515743707566093,Tiennguyen2231
False,2021年秋、妻に大切な娘を連れ去られました. 子の連れ去り・離婚後の親子関係に関心があります. 急性ストレス反応が治りました. 離婚調停中・親子断絶中. 30代・男性・IT企業勤務・MEng.,False,,"{'followers_count': 530, 'following_count': 861, 'tweet_count': 2220, 'listed_count': 2}",2022-03-22T19:27:53.000Z,Kanto Area,https://pbs.twimg.com/profile_images/1521380664528244736/c7Y50L5I_normal.jpg,,Poooo,1506351912488431617,from_poooo
