url,username,created_at,description,profile_image_url,protected,verified,name,public_metrics,id,location,pinned_tweet_id
https://t.co/uWswYswJ7C,PLC_off,2019-10-05T15:55:19.000Z,Beaucoup plus drôle ici que sur Instagram,https://pbs.twimg.com/profile_images/1534276956937670656/IEL250-m_normal.jpg,False,False,PL,"{'followers_count': 79, 'following_count': 104, 'tweet_count': 121, 'listed_count': 0}",1180511763466465280,Paris,
,PSGInMyBlood,2018-10-14T09:36:00.000Z,ICI C'EST PARIS !!,https://pbs.twimg.com/profile_images/1051448400657436673/RQMdjVBR_normal.jpg,False,False,PSG in my blood 🇫🇷🇫🇷🇫🇷,"{'followers_count': 4313, 'following_count': 1775, 'tweet_count': 441802, 'listed_count': 11}",1051406254424420352,"Paris, France",
,JosianePreaux,2020-09-30T13:38:53.000Z,,https://pbs.twimg.com/profile_images/1527694130809294850/cM2SlVJm_normal.jpg,False,False,Josiane PREAUX,"{'followers_count': 119, 'following_count': 156, 'tweet_count': 1852, 'listed_count': 0}",1311299399969132546,,
,kikourau13,2011-10-13T17:54:52.000Z,,https://pbs.twimg.com/profile_images/576684112779440128/dRhDcQec_normal.jpeg,False,False,kikourau13 🇮🇹🇫🇷,"{'followers_count': 220, 'following_count': 1267, 'tweet_count': 1525, 'listed_count': 0}",390247753,"Villapiana, Calabria",
,Moeloua,2021-11-16T22:04:31.000Z,,https://pbs.twimg.com/profile_images/1460730527380615171/DI7z2ZdQ_normal.jpg,False,False,Mohamed,"{'followers_count': 25, 'following_count': 560, 'tweet_count': 74, 'listed_count': 0}",1460730255652663296,,
,SaintValentinII,2022-02-24T10:00:33.000Z,"Pour la bonté d'âme, pour l'éducation, le travail et l'amour de la famille que nous avons créé",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,Saint-Valentin II,"{'followers_count': 10, 'following_count': 256, 'tweet_count': 72, 'listed_count': 0}",1496787086254428163,"Dijon, Frankreich",
,Thierrydqs,2015-07-31T15:24:03.000Z,"R&D Smart Energy System Engineer, Analyst, New markets & products development in the energy sector. renewable energies. Equity crowdfunding advocate for growth.",https://pbs.twimg.com/profile_images/828614198431211520/EIaoLyqK_normal.jpg,False,False,Thierry,"{'followers_count': 93, 'following_count': 336, 'tweet_count': 189, 'listed_count': 24}",3397258523,"London, England",
,DuboscqJocelyne,2017-02-06T11:08:46.000Z,En travaux Changement de décor prochainement,https://pbs.twimg.com/profile_images/1521120944311386112/jX8jw1B6_normal.jpg,False,False,eo imo,"{'followers_count': 1058, 'following_count': 1338, 'tweet_count': 939, 'listed_count': 11}",828561064077963265,,1520357603922096128
,DuthoitX,2020-12-01T09:32:24.000Z,"Idéaliste, bibliotechnicien, archiviste de formation, intéressé par le latin,  la France, l'Europe, la Méditerranée, le Monde entier et les religions.",https://pbs.twimg.com/profile_images/1333706019051073536/bDSqgoXM_normal.jpg,False,False,DUTHOIT Xavier ☯ א Ὠ ֍ ﻥ ☼ ⁂ ♥ ☺,"{'followers_count': 55, 'following_count': 264, 'tweet_count': 458, 'listed_count': 0}",1333704714454790152,France,
,VDCrne,2014-04-30T19:46:03.000Z,"Ingénieur stagiaire humanités numériques à la @MESHS_Lille. 
M2 Technologies Numériques appliquées à l'Histoire @Ecoledeschartes.
Agrégé d'histoire.",https://pbs.twimg.com/profile_images/1293163923533955073/D6kJCApq_normal.jpg,False,False,Valentin De Craene,"{'followers_count': 917, 'following_count': 1809, 'tweet_count': 2246, 'listed_count': 13}",2519672723,,
,ManuFleur,2012-11-29T04:57:35.000Z,Elève-Avocat,https://pbs.twimg.com/profile_images/1334060051951194118/QqVN-pkg_normal.jpg,False,False,Emmanuel Flrx,"{'followers_count': 121, 'following_count': 2388, 'tweet_count': 164, 'listed_count': 0}",977616734,,
,zahyanik,2018-10-12T13:34:53.000Z,,https://pbs.twimg.com/profile_images/1336371060032331777/cIBL5uGA_normal.jpg,False,False,vasco,"{'followers_count': 156, 'following_count': 1392, 'tweet_count': 4883, 'listed_count': 0}",1050741596667428864,"Ile-de-France, France",
,laklakatul,2019-08-16T15:45:37.000Z,tarih ve neoklasik mimari sevdalısı bir talebe.,https://pbs.twimg.com/profile_images/1533364142266097669/dy6Epn-G_normal.jpg,False,False,Ebûl-Laklakatül en fî,"{'followers_count': 206, 'following_count': 797, 'tweet_count': 24663, 'listed_count': 0}",1162389917558853634,,1402554420433412098
https://t.co/a3ngl91LBg,augustecomte75,2018-07-26T13:12:56.000Z,"Appartement-musée dans lequel vécut de 1841 à sa mort le philosophe français Auguste Comte (1798-1857), situé 10 rue Monsieur-le-Prince (Paris 6é).",https://pbs.twimg.com/profile_images/1022471698937995266/qqvjKJMe_normal.jpg,False,False,Maison Auguste Comte,"{'followers_count': 699, 'following_count': 696, 'tweet_count': 1033, 'listed_count': 14}",1022469820145651712,"Paris, Frankreich",
https://t.co/Lq5LdZvyxT,ponjeters,2014-08-14T16:30:20.000Z,"“Run his name”

https://t.co/vqITxw42qO",https://pbs.twimg.com/profile_images/663213482049847296/05Fwc-wV_normal.png,False,False,miskwanakwad,"{'followers_count': 624, 'following_count': 1696, 'tweet_count': 5776, 'listed_count': 9}",2742744357,Shi-ka-ko,1315870823996162048
,butterkutter2,2014-03-06T16:16:24.000Z,Cruciferi soldier of The Sacred Heart and Henri V of The Cross - Traditional Catholic — Defending Our Lord and Our Lady.,https://pbs.twimg.com/profile_images/1532430745334996992/QZfNN5Ov_normal.jpg,False,False,Fides Spes ✝️⚜️,"{'followers_count': 203, 'following_count': 119, 'tweet_count': 7834, 'listed_count': 3}",2375585208,,1525508080166793216
,truckfooding,2011-07-27T08:47:05.000Z,"Archaeologist, vegetarian, Parisian 🇫🇷🇮🇹🇺🇸🇯🇵",https://pbs.twimg.com/profile_images/1429188325835902977/slm0Mez4_normal.jpg,False,False,Barbès Goutte d’or,"{'followers_count': 496, 'following_count': 692, 'tweet_count': 580, 'listed_count': 47}",343258460,"Portland, OR",
,Micheleayral,2013-02-15T08:57:14.000Z,"Cueille  le  jour présent !
LiVre(s)  comme  l'air !",https://pbs.twimg.com/profile_images/3286395118/397104d02aab54cc36f1cb394f7b31ed_normal.jpeg,False,False,Michèle,"{'followers_count': 274, 'following_count': 420, 'tweet_count': 8411, 'listed_count': 8}",1181616468,,
,Davidbflyboy,2010-07-12T18:42:42.000Z,Electronic music addict & cabin attendant in Air France,https://pbs.twimg.com/profile_images/1137169192/tresor_004_x102_rings_saturn_normal.jpg,True,False,David Bouttier,"{'followers_count': 3, 'following_count': 1542, 'tweet_count': 34, 'listed_count': 1}",165860494,Paris & Everywhere,
,naltiven,2020-10-30T21:36:35.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,naltiven,"{'followers_count': 1, 'following_count': 47, 'tweet_count': 0, 'listed_count': 0}",1322291267464810496,,
,reportergab,2016-03-29T18:00:46.000Z,,https://pbs.twimg.com/profile_images/1430865878812397576/yGf0K3oE_normal.jpg,False,False,Gabriel 🏳️‍🌈 🏴🚩,"{'followers_count': 27, 'following_count': 512, 'tweet_count': 753, 'listed_count': 0}",714874956027400194,France,
,Mathilde_Lcr,2013-09-12T17:48:28.000Z,,https://pbs.twimg.com/profile_images/1171705856792158208/Ows62CCv_normal.jpg,False,False,Mathilda•●,"{'followers_count': 61, 'following_count': 134, 'tweet_count': 588, 'listed_count': 1}",1858044234,,
https://t.co/zZJjY1yxPX,a1rb4ck,2010-05-29T18:57:54.000Z,Machine Learning @artanim_mocap #VR #animation #mocap. Happy with real-life optimization problems.,https://pbs.twimg.com/profile_images/1168117546861678592/RG9HHCML_normal.jpg,False,False,Pierre Nagorny,"{'followers_count': 204, 'following_count': 2541, 'tweet_count': 1545, 'listed_count': 6}",149613515,"Annecy, Geneva, Mountains top",
,IsabelleDuminil,2021-12-16T17:41:29.000Z,"« Le vieux monde se meurt, le nouveau monde tarde à apparaître et dans ce clair-obscur surgissent les monstres » A.G.",https://pbs.twimg.com/profile_images/1511717926793105416/OC0p9Qia_normal.jpg,False,False,isabelle duminil,"{'followers_count': 114, 'following_count': 2269, 'tweet_count': 58, 'listed_count': 0}",1471535848625745922,Paris & Lac Léman,
,aurel_bl,2013-09-27T19:34:14.000Z,,https://pbs.twimg.com/profile_images/430424466926370816/cuiV0uak_normal.jpeg,False,False,AuB,"{'followers_count': 59, 'following_count': 178, 'tweet_count': 4958, 'listed_count': 8}",1912113685,,
,Francis13709998,2020-04-05T23:33:18.000Z,,https://pbs.twimg.com/profile_images/1429189147290386433/Cg_mIKSF_normal.jpg,True,False,Francis Peck,"{'followers_count': 0, 'following_count': 519, 'tweet_count': 0, 'listed_count': 0}",1246943361887584258,"Springfield, Virginia",
,yoyot2B,2009-07-21T22:50:25.000Z,je suis une corse pacifique,https://pbs.twimg.com/profile_images/1015662000037384192/MfG9-NlT_normal.jpg,False,False,Yoyot,"{'followers_count': 145, 'following_count': 429, 'tweet_count': 8624, 'listed_count': 0}",58950030,France,
,RichardMarieC14,2021-12-19T11:24:34.000Z,Mon empathie avec les autres,https://pbs.twimg.com/profile_images/1472528458110709760/K3grllXz_normal.jpg,False,False,Richard Marie Claude,"{'followers_count': 13, 'following_count': 73, 'tweet_count': 5, 'listed_count': 0}",1472528099921350656,,
,EJ_DCR,2011-12-15T21:14:41.000Z,,https://pbs.twimg.com/profile_images/633603092068585472/RS7pDdrK_normal.jpg,False,False,E.J,"{'followers_count': 17, 'following_count': 121, 'tweet_count': 20, 'listed_count': 0}",437803072,,
https://t.co/yZwjv6kjUY,parisvisites,2013-03-02T11:29:17.000Z,"#Paris hier&aujourd'hui.Pourquoi pas une #visiteguidée privée en famille,entre amis,collègues,d'un quartier de Paris? #tourisme #tourism #culture #histoire #art",https://pbs.twimg.com/profile_images/855683908427534336/Jta0bqnZ_normal.jpg,False,False,"(Re)découvrez PARIS, le compte 100% PARIS 🇫🇷","{'followers_count': 27873, 'following_count': 1718, 'tweet_count': 7882, 'listed_count': 472}",1234302247,Paris,1516684285209726976
https://t.co/smRK8U541i,marchand4,2011-04-29T06:13:58.000Z,principalement médecin. Team cardio. #serie addict. #voyages #vendee #grece,https://pbs.twimg.com/profile_images/1158682500660649984/HWoWvJDa_normal.jpg,False,False,G.Marchand,"{'followers_count': 485, 'following_count': 1914, 'tweet_count': 9441, 'listed_count': 18}",289783036,"Paris, France",
,Lucieramadome11,2017-07-23T22:04:23.000Z,"Après l’IEP,long voyage publicitaire ,galeriste puis maintenant, je visite le monde et ses merveilles souvent.",https://pbs.twimg.com/profile_images/1328591059216195585/Zrll3Mbd_normal.jpg,False,False,Lucieramadome1,"{'followers_count': 152, 'following_count': 1333, 'tweet_count': 7417, 'listed_count': 1}",889244828697075712,"Paris, France",
https://t.co/oSeRypkNxZ,Pierre_Convers,2011-05-24T17:49:54.000Z,"📻 Au numérique de @FranceBleu • 📹 journalisme @CFPJmedias • ancien acad. @ESJLille, @IAELille, @Sorbonne_Nvelle, @mk2 • culture, médias, numérique (he/him)",https://pbs.twimg.com/profile_images/1520789408403832832/Gqrth9v6_normal.jpg,False,False,Pierre Convers,"{'followers_count': 694, 'following_count': 761, 'tweet_count': 14159, 'listed_count': 26}",304539058,Paris • Franche-Comté,
,littlesherekhan,2012-01-19T14:27:20.000Z,"A l'origine de toute connaissance, nous rencontrons la curiosité ! Elle est une condition essentielle du progrès. Alexandra David-Néel",https://pbs.twimg.com/profile_images/554622640816529408/ZT8l6I9y_normal.jpeg,False,False,Little Sherekhan 💉💉💉,"{'followers_count': 179, 'following_count': 1529, 'tweet_count': 6389, 'listed_count': 26}",468414815,Paris. France,
https://t.co/pB1Fdi5jWA,Chineurfrance,2021-02-01T22:43:58.000Z,"https://t.co/KAyCQ2mNuX
Petites annonces, Vide-greniers, Brocante et Collection sur internet
Mobilier, Décoration, Design, Objets d'art, ..
Fan Affaire conclue",https://pbs.twimg.com/profile_images/1473058500649668609/9mbb3HkM_normal.jpg,False,False,Chineurfrance.fr,"{'followers_count': 165, 'following_count': 841, 'tweet_count': 258, 'listed_count': 0}",1356372698620952579,FRANCE Aurillac,
,SBadoye,2020-04-18T21:43:02.000Z,"#iconoflasque : posture physique passive,mentalement active, de remise en cause vigoureuse des affirmations simplistes depuis son canapé #economie #histoire",https://pbs.twimg.com/profile_images/1251639703025209346/jIu8zjSn_normal.jpg,False,False,Sangué Badoye,"{'followers_count': 18, 'following_count': 655, 'tweet_count': 138, 'listed_count': 0}",1251627264166563840,,
,velvetien,2020-02-09T05:17:49.000Z,néophyte  en tout et connaisseur en rien.,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,Velvetien,"{'followers_count': 77, 'following_count': 1142, 'tweet_count': 2641, 'listed_count': 0}",1226374551073894400,"Poitou-Charentes, Frankreich",
,panfilogomez69,2010-01-14T15:23:15.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,False,einsborn,"{'followers_count': 2, 'following_count': 824, 'tweet_count': 18, 'listed_count': 0}",104840100,,
,BertilleLep,2022-04-06T14:56:05.000Z,,https://pbs.twimg.com/profile_images/1511719552446603265/02GCQ9f0_normal.jpg,False,False,Anne - Bertille Lepeintre,"{'followers_count': 15, 'following_count': 107, 'tweet_count': 39, 'listed_count': 0}",1511719337220091911,,
,EauRiv,2020-10-24T21:50:27.000Z,Parce qu'une rivière est vivante elle est intéressante #rivière #crue #sécheresse #hydromorphologie #fuseaudemobilite,https://pbs.twimg.com/profile_images/1320126122143719431/1GEWfbDy_normal.jpg,False,False,RivEauMorpho,"{'followers_count': 189, 'following_count': 414, 'tweet_count': 4443, 'listed_count': 3}",1320120454619799553,"Meurthe-et-Moselle, Lorraine",1498948681277612032
,edmundovpanizo2,2021-12-18T03:02:26.000Z,Evp,https://pbs.twimg.com/profile_images/1511207028294836225/s3HuDtEl_normal.jpg,False,False,Edmundo Vargas,"{'followers_count': 76, 'following_count': 1369, 'tweet_count': 0, 'listed_count': 0}",1472039412578070532,"Lima, Peru",
,Karlosparis,2011-11-28T14:49:22.000Z,,https://pbs.twimg.com/profile_images/1698675509/karlpARIS_normal.jpg,False,False,Karlos,"{'followers_count': 17, 'following_count': 552, 'tweet_count': 354, 'listed_count': 1}",423458014,,
,pocra_r,2022-01-29T21:11:11.000Z,,https://pbs.twimg.com/profile_images/1487533807477698562/p875mGY0_normal.png,False,False,Pocra Radi,"{'followers_count': 10, 'following_count': 620, 'tweet_count': 1, 'listed_count': 1}",1487533709498671111,,
,NicoKieffer,2021-08-26T08:45:10.000Z,,https://pbs.twimg.com/profile_images/1430813560855318532/9dKGQ2nr_normal.png,False,False,Nico Kieffer,"{'followers_count': 3, 'following_count': 55, 'tweet_count': 2, 'listed_count': 0}",1430813486343413760,,
,jyrl727763,2012-04-22T11:16:02.000Z,"Aimer, ce n'est pas se regarder l'un l'autre, c'est regarder ensemble dans la même direction.",https://pbs.twimg.com/profile_images/1532033946351022086/UaldcUIp_normal.jpg,False,False,jy.🙏❤🕯🐶 x 3💉🇺🇦,"{'followers_count': 820, 'following_count': 1027, 'tweet_count': 91156, 'listed_count': 8}",560225302,"Ile-de-France, Frankreich",1183802141078687745
,seiarjuan,2010-03-25T10:04:16.000Z,"MadeIn#05120 #NVDN, @navandrinal1 
lo importante no es lo que ganas pero lo que compartes🇪🇸",https://pbs.twimg.com/profile_images/2366395116/o33l302tl8sb9ei20xhk_normal.jpeg,False,False,SeiarJuan,"{'followers_count': 313, 'following_count': 2355, 'tweet_count': 12631, 'listed_count': 0}",126277175,,
,_Anais2,2022-04-05T10:02:45.000Z,"« L’air sans ombre brasillait sous le soleil de juin. » Garrigue, nostalgie et insolence.",https://pbs.twimg.com/profile_images/1511308485568483329/c5U1n4r3_normal.jpg,False,False,Anaïs,"{'followers_count': 28, 'following_count': 121, 'tweet_count': 56, 'listed_count': 0}",1511283040554729475,,
https://t.co/uGGFgSCHcy,akar_alexandre,2022-02-18T15:06:17.000Z,Visual artiste. Artiste plasticien; peinture; dessin; graphisme; volume; espace. #art #artcontemporain #visualart #peinture #artsplastiques #expositions,https://pbs.twimg.com/profile_images/1494715576622718976/FKTzOOso_normal.jpg,False,False,akar alexandre,"{'followers_count': 40, 'following_count': 639, 'tweet_count': 28, 'listed_count': 0}",1494689680310341642,,1494720796207558658
,YannickKERHERVE,2012-12-04T12:32:42.000Z,"Innovation, Finance participative, Finance,",https://pbs.twimg.com/profile_images/378800000473877152/cc04f02a9b279861fe40fb7bc3665e2f_normal.jpeg,False,False,Yannick KERHERVE,"{'followers_count': 644, 'following_count': 3584, 'tweet_count': 18507, 'listed_count': 159}",988676454,Asnières sur Seine,
,chabannearchi,2013-07-13T14:54:22.000Z,Architecte indépendant depuis 1986 spécialisé en Patrimoine Ancien Parisien et Ile de France,https://pbs.twimg.com/profile_images/567015326878298113/FFB8YCg1_normal.jpeg,False,False,marc chabanne archi🇺🇦,"{'followers_count': 1374, 'following_count': 1679, 'tweet_count': 16741, 'listed_count': 34}",1591183538,montmartre belleville partout,
,Asqudum,2021-09-03T14:45:02.000Z,,https://pbs.twimg.com/profile_images/1433804350187507731/BPhpb4CA_normal.jpg,False,False,Anne Gautier,"{'followers_count': 22, 'following_count': 54, 'tweet_count': 340, 'listed_count': 0}",1433803109264920587,,
,CitizenOfLambda,2022-01-12T15:18:09.000Z,,https://pbs.twimg.com/profile_images/1511037695845359626/l5QETVoa_normal.jpg,False,False,Citoyen,"{'followers_count': 33, 'following_count': 1631, 'tweet_count': 1398, 'listed_count': 0}",1481284243120697351,,
,n_ludovicus,2022-03-04T11:50:37.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,Noyer ludovicus,"{'followers_count': 6, 'following_count': 193, 'tweet_count': 6, 'listed_count': 0}",1499713524611928066,,
,DrHerself,2021-04-25T17:44:54.000Z,spreads herself too thin/ biophile/ self-conscious/she/her,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,Dr. Who,"{'followers_count': 5, 'following_count': 193, 'tweet_count': 7, 'listed_count': 0}",1386375619664039941,in my head,
,Sedullus1,2021-01-16T12:46:10.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,Sedullus,"{'followers_count': 12, 'following_count': 128, 'tweet_count': 94, 'listed_count': 0}",1350423566488117249,,
,Gladol_,2014-03-31T19:20:42.000Z,,https://pbs.twimg.com/profile_images/1053646761393299457/5bIVgNXF_normal.jpg,False,False,Gladol,"{'followers_count': 39, 'following_count': 1041, 'tweet_count': 1589, 'listed_count': 0}",2420968826,"Bretagne, France",
,moiaussi555,2022-01-28T10:10:08.000Z,Law. Anthropology. The Western canon. Jazz. Classical music. The Great American Songbook. The Golden Age of Hollywood. European cinema.,https://pbs.twimg.com/profile_images/1487005060328574979/7rJjEhZh_normal.png,False,False,Moi Aussi 🇬🇧🇨🇦,"{'followers_count': 104, 'following_count': 582, 'tweet_count': 2152, 'listed_count': 0}",1487004501630500867,,1530301036904300550
http://t.co/QHv01EsY2i,SXPeterborough,2012-01-17T09:20:53.000Z,The Signs Express Company operating across the Peterborough and Kings  Lynn areas.,https://pbs.twimg.com/profile_images/1115164696150257664/lQNaNlC1_normal.png,False,False,SXPeterborough,"{'followers_count': 757, 'following_count': 403, 'tweet_count': 675, 'listed_count': 3}",466343754,Peterborough and Kings Lynn,
,J_M_Legrand,2011-11-29T13:09:08.000Z,,https://pbs.twimg.com/profile_images/668832632285831169/8Pr5O8s9_normal.jpg,False,False,Jean-Marie Legrand,"{'followers_count': 53, 'following_count': 104, 'tweet_count': 3307, 'listed_count': 0}",424198303,paris,1246475529391398918
,mf_desire,2021-10-04T21:24:07.000Z,Styliste de mode,https://pbs.twimg.com/profile_images/1445139909233233925/JyCYj5kC_normal.jpg,False,False,Marie,"{'followers_count': 11, 'following_count': 200, 'tweet_count': 1, 'listed_count': 0}",1445137411936243719,,
https://t.co/q4ovvYwi2W,renaudm,2009-06-19T09:18:58.000Z,,https://pbs.twimg.com/profile_images/1241423667/P1040068_normal.jpg,False,False,Renaud.M,"{'followers_count': 148, 'following_count': 1209, 'tweet_count': 2012, 'listed_count': 1}",48658579,paris plage,
https://t.co/gpn686xZcL,LandryPhilippe,2011-07-27T10:38:44.000Z,"Programme Management Officer
#Communication #RSE @Orange_France
 | #Diversite #Environnement #TransfoDigitale | @Orange_Brussels #drclg",https://pbs.twimg.com/profile_images/378800000574911623/16220ce9d4e5b1343623a0e42870b78c_normal.jpeg,True,False,Philippe Landry,"{'followers_count': 477, 'following_count': 1166, 'tweet_count': 122, 'listed_count': 11}",343297873,"Paris, France",
,damienbalada,2009-09-23T22:01:51.000Z,« Réaliste morbide mais joyeux »,https://pbs.twimg.com/profile_images/895064244/avatar_normal.jpg,False,False,Damien,"{'followers_count': 375, 'following_count': 1481, 'tweet_count': 4067, 'listed_count': 17}",76770308,Paris,
https://t.co/TREJZJgtcz,minitopoapp,2017-09-26T08:04:47.000Z,"💡 • Booste tes connaissances en mini-histoires culturelles
🤘 • Le learning cool en 2 min/jour
📲 • #microlearning #culture #app #ios #android",https://pbs.twimg.com/profile_images/1257292799147421696/O8cYdu36_normal.jpg,False,False,Minitopo 💬,"{'followers_count': 849, 'following_count': 426, 'tweet_count': 619, 'listed_count': 4}",912588748109512704,"Paris, France",1496234773978968065
https://t.co/QgPciGCB4l,mlarderius,2011-04-21T18:14:00.000Z,"Après le suite d'Orgueil et Préjugés, voilà la révolte d'une fonctionnaire à la retraite qui en a ras-le-bol",https://pbs.twimg.com/profile_images/378800000636660997/1104427d0f6ba39a3f0862764c078baa_normal.jpeg,False,False,Marie-Laure Sébire,"{'followers_count': 2617, 'following_count': 2836, 'tweet_count': 63508, 'listed_count': 64}",285744553,Luchará contra el silencio,
,tartomyrtill38,2022-02-28T18:01:35.000Z,"Je veux que mes enfants s'instruisent à mon école/S'ils ressemblent à quelqu'un, autant que ce soit moi.P. Delanoe / M. Sardou / J. Revaud",https://pbs.twimg.com/profile_images/1532309472969883653/-13T56L-_normal.jpg,False,False,La Maintenon,"{'followers_count': 79, 'following_count': 390, 'tweet_count': 2022, 'listed_count': 0}",1498357249030471681,,
,HarlMl,2013-03-23T10:35:30.000Z,,https://pbs.twimg.com/profile_images/515107563776380929/5-l_2UKC_normal.jpeg,False,False,Mél Harlé,"{'followers_count': 6, 'following_count': 41, 'tweet_count': 22, 'listed_count': 0}",1291086577,,
,bruno_moreau11,2017-06-26T16:02:57.000Z,,https://pbs.twimg.com/profile_images/1393321951826006017/2jyObFqz_normal.jpg,False,False,bruno moreau,"{'followers_count': 35, 'following_count': 185, 'tweet_count': 3011, 'listed_count': 2}",879369398364057600,,
,Naohmy37,2013-04-20T09:34:56.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,Luna Gaia,"{'followers_count': 7, 'following_count': 209, 'tweet_count': 2, 'listed_count': 0}",1366613767,,
,RogueHerd,2016-12-29T13:21:40.000Z,missgender = block #BLM bee advocate 🐝 moonrising  🌔 #ProtectPOCwomen,https://pbs.twimg.com/profile_images/1531611243517300738/Svtrl5mN_normal.jpg,False,False,PaxAgyptica,"{'followers_count': 275, 'following_count': 1612, 'tweet_count': 13401, 'listed_count': 1}",814461383031001088,He/Him,
https://t.co/HPI1afKhyl,AC_BiondiChopin,2016-09-11T09:52:54.000Z,"Technicienne d'information documentaire et de collections patrimoniales - BU Comtes de Champagne, Troyes (URCA)",https://pbs.twimg.com/profile_images/842388051359875072/9RTd3ObT_normal.jpg,False,False,Anne-Charlotte Biondi-Chopin,"{'followers_count': 91, 'following_count': 186, 'tweet_count': 148, 'listed_count': 3}",774908566075473920,"Troyes, Frankreich",
,Sunday270322,2022-03-27T11:08:34.000Z,qu'est ce que ça peut te foutre ? 🐲,https://pbs.twimg.com/profile_images/1534132115461312513/n8PS5qTP_normal.jpg,True,False,Kansas,"{'followers_count': 0, 'following_count': 160, 'tweet_count': 351, 'listed_count': 0}",1508037961660702726,"Winchester, England",
http://t.co/sBgoOARgbK,ShemuelMeir,2015-03-28T15:44:47.000Z,"Johns Hopkins SAIS graduate, Strategic blogger at Haaretz, Former IDF analyst and Tel Aviv U JCSS researcher",https://pbs.twimg.com/profile_images/581851653713723392/xetNP1bE_normal.jpg,False,False,Shemuel Meir,"{'followers_count': 5870, 'following_count': 1515, 'tweet_count': 190469, 'listed_count': 113}",3124112591,Tel Aviv,
,joloctopus,2012-10-06T18:01:09.000Z,,https://pbs.twimg.com/profile_images/828199688860028928/VLveiiRC_normal.jpg,False,False,joloctopus,"{'followers_count': 14, 'following_count': 233, 'tweet_count': 294, 'listed_count': 0}",865062012,,
,cathced16,2022-03-13T06:47:22.000Z,Amoureuse de patrimoines et paysages français et aussi « chatphile »……🐈貓奴🐈‍⬛,https://pbs.twimg.com/profile_images/1508340883460042753/QEMfsacX_normal.jpg,False,False,Catherine H.,"{'followers_count': 83, 'following_count': 215, 'tweet_count': 792, 'listed_count': 0}",1502899028912009218,"Ville de Taipei, Taïwan",
,Frederic_BLG,2013-03-29T14:46:34.000Z,"Jouissons de la vie,car il est toujours plus tard qu'on ne le pense. Je ne réponds pas aux messages écrits sous pseudos. @StudioMagicPics",https://pbs.twimg.com/profile_images/1504730109462339622/Op8DDXsQ_normal.jpg,False,False,꧁ Frédéric B. ꧂,"{'followers_count': 166, 'following_count': 432, 'tweet_count': 8379, 'listed_count': 11}",1314047850,,
https://t.co/crVZl6ok4R,MVA33697560,2021-04-05T15:20:39.000Z,FR-PT / lvl+18 / MMD-UTAU user / AE-Blender user,https://pbs.twimg.com/profile_images/1527646120146526210/xc_hG5d-_normal.jpg,True,False,Flora Renji,"{'followers_count': 32, 'following_count': 1191, 'tweet_count': 387, 'listed_count': 0}",1379091568662081541,under ein keine panzer,1528472639622225921
,ryanchrisgomez,2009-07-12T18:22:35.000Z,"he, him | PhD French @wustl | Studying comics and bande dessinée in translation | linguist | translator | violinist | hockey fan | INFJ 🫖☕️💀📖",https://pbs.twimg.com/profile_images/1439476232131915779/zIHmsgbJ_normal.jpg,False,False,Ryan Christopher Gomez,"{'followers_count': 578, 'following_count': 2080, 'tweet_count': 18078, 'listed_count': 6}",56153955,"St Louis, MO",1518769710011195392
,SamiAntoineF,2011-03-26T20:12:42.000Z,"𝑹𝒐𝒚𝒂𝒍𝒊𝒔𝒕𝒆 ⚜️🏳️ ✞ Jamais céder, ni pardonner aux ennemis de France, fondateur du Mouvement Royaliste Français, conservateur, nationaliste, résistant",https://pbs.twimg.com/profile_images/1330253329696509954/4eZEkij__normal.jpg,False,False,𝑺𝒂𝒎𝒊 𝑨𝒏𝒕𝒐𝒊𝒏𝒆 𝑭𝒂𝒓𝒊𝒅𝒊 ⚜️🏳️ ✞,"{'followers_count': 1586, 'following_count': 698, 'tweet_count': 69767, 'listed_count': 23}",272588838,"Paris, France occupé ",1521997511967264768
,AHomjit,2017-12-14T15:09:13.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,False,Teherano,"{'followers_count': 0, 'following_count': 834, 'tweet_count': 1, 'listed_count': 0}",941324201872433153,France,
,Mysticat29,2017-04-19T10:50:33.000Z,,https://pbs.twimg.com/profile_images/1375146591431102474/_9u8grMR_normal.jpg,False,False,Corinne,"{'followers_count': 254, 'following_count': 172, 'tweet_count': 600, 'listed_count': 0}",854648407071260673,"Brittany, France",1505920125089812485
,hdg001,2011-06-14T09:07:32.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,H D Gancel,"{'followers_count': 6, 'following_count': 194, 'tweet_count': 383, 'listed_count': 0}",317009278,"La Rochelle, Frankreich",
